time,wx (rad/s),wy (rad/s),wz (rad/s)
54.392,0.00,-0.01,-0.00
54.393,-0.00,-0.00,-0.00
54.397,-0.01,-0.00,-0.00
54.397,-0.01,0.00,-0.00
54.402,-0.01,-0.00,-0.00
54.403,-0.01,0.00,-0.00
54.406,-0.01,-0.00,-0.00
54.406,-0.01,-0.00,-0.00
54.411,-0.01,-0.00,-0.01
54.411,-0.01,0.00,-0.01
54.416,-0.01,-0.00,-0.01
54.417,-0.01,0.00,-0.01
54.422,-0.01,0.00,-0.01
54.422,-0.01,0.00,-0.01
54.427,-0.01,0.01,-0.01
54.427,-0.01,0.01,-0.01
54.431,-0.01,0.01,-0.01
54.431,-0.01,0.01,-0.01
54.435,-0.01,0.01,-0.01
54.436,-0.01,0.01,-0.01
54.441,-0.01,0.01,-0.01
54.442,-0.01,0.01,-0.01
54.445,-0.00,0.01,-0.01
54.445,-0.00,0.01,-0.01
54.450,-0.00,0.01,-0.01
54.451,-0.00,0.01,-0.01
54.456,-0.00,0.01,-0.01
54.456,-0.00,0.01,-0.01
54.464,-0.00,0.01,-0.01
54.464,-0.00,0.01,-0.01
54.464,-0.00,0.01,-0.01
54.465,-0.01,0.01,-0.00
54.471,-0.01,0.01,-0.00
54.471,-0.01,0.01,-0.00
54.475,-0.01,0.01,-0.00
54.475,-0.01,0.01,-0.00
54.479,-0.01,0.01,-0.00
54.479,-0.01,0.01,-0.00
54.485,-0.00,0.01,-0.00
54.485,-0.01,0.01,-0.00
54.489,-0.00,0.01,-0.00
54.489,-0.01,0.01,-0.00
54.494,-0.00,0.01,-0.00
54.494,-0.00,0.01,-0.00
54.499,-0.00,0.01,-0.00
54.500,-0.00,0.01,-0.00
54.504,-0.00,0.01,-0.00
54.504,0.00,0.01,-0.00
54.508,-0.00,0.01,-0.00
54.509,-0.00,0.01,-0.00
54.514,0.00,0.01,-0.00
54.514,0.00,0.00,-0.00
54.519,0.00,0.00,-0.00
54.519,0.00,0.01,-0.00
54.523,0.00,0.01,-0.00
54.524,-0.00,0.00,-0.00
54.528,-0.00,0.01,-0.00
54.529,-0.00,0.01,-0.00
54.533,-0.00,0.00,-0.00
54.533,-0.00,0.00,-0.00
54.539,-0.00,0.00,-0.00
54.539,-0.00,0.00,-0.00
54.543,-0.00,0.01,-0.00
54.543,-0.00,0.00,-0.00
54.548,-0.00,0.00,-0.00
54.549,-0.00,0.00,-0.00
54.552,-0.00,0.00,-0.00
54.553,-0.00,0.00,-0.00
54.558,-0.00,0.00,-0.00
54.559,-0.00,0.00,-0.00
54.563,-0.00,0.00,-0.00
54.564,-0.00,0.00,-0.00
54.568,-0.00,0.00,-0.00
54.568,-0.00,0.00,-0.00
54.572,-0.00,0.00,-0.01
54.572,-0.00,0.00,-0.00
54.577,-0.00,0.00,-0.00
54.577,-0.00,0.00,-0.00
54.582,-0.00,0.00,-0.00
54.582,-0.00,0.01,-0.00
54.587,-0.00,0.01,-0.00
54.588,-0.01,0.01,-0.00
54.596,-0.00,0.01,-0.00
54.597,-0.00,0.01,-0.01
54.597,-0.00,0.01,-0.01
54.597,-0.00,0.01,-0.00
54.601,-0.00,0.00,-0.00
54.601,-0.00,0.01,-0.00
54.606,-0.00,0.01,-0.01
54.607,-0.01,0.01,-0.00
54.611,-0.00,0.00,-0.00
54.611,-0.00,0.01,-0.00
54.616,-0.01,0.01,-0.00
54.616,-0.00,0.01,-0.00
54.621,-0.01,0.01,-0.00
54.622,-0.01,0.01,-0.00
54.626,-0.01,0.01,-0.00
54.626,-0.01,0.01,-0.01
54.630,-0.01,0.01,-0.01
54.631,-0.01,0.01,-0.01
54.635,-0.01,0.01,-0.01
54.635,-0.01,0.01,-0.01
54.640,-0.01,0.01,-0.01
54.641,-0.01,0.01,-0.01
54.645,-0.01,0.01,-0.01
54.645,-0.01,0.01,-0.01
54.650,-0.01,0.00,-0.01
54.651,-0.01,0.00,-0.01
54.655,-0.01,0.00,-0.01
54.655,-0.01,0.00,-0.01
54.660,-0.01,0.00,-0.00
54.661,-0.01,0.00,-0.00
54.665,-0.01,0.00,-0.01
54.665,-0.01,-0.00,-0.01
54.670,-0.01,0.00,-0.01
54.671,-0.01,0.00,-0.01
54.674,-0.01,-0.00,-0.00
54.675,-0.01,-0.00,-0.00
54.679,-0.01,-0.01,-0.00
54.679,-0.01,-0.01,-0.00
54.684,-0.01,-0.01,-0.00
54.685,-0.01,-0.01,-0.00
54.689,-0.01,-0.00,-0.00
54.690,-0.01,0.00,0.00
54.695,-0.01,0.00,-0.00
54.695,-0.01,0.00,-0.00
54.700,-0.02,0.00,-0.00
54.700,-0.02,0.01,0.00
54.704,-0.02,0.01,-0.00
54.705,-0.02,0.00,-0.00
54.709,-0.02,0.01,-0.00
54.710,-0.02,0.01,-0.00
54.714,-0.02,0.02,-0.00
54.715,-0.02,0.02,-0.00
54.719,-0.02,0.04,-0.00
54.720,-0.01,0.05,-0.00
54.723,-0.01,0.06,0.00
54.724,-0.01,0.07,0.00
54.728,-0.02,0.07,0.00
54.729,-0.02,0.06,-0.00
54.733,-0.02,0.06,-0.00
54.733,-0.01,0.05,-0.00
54.738,-0.01,0.05,-0.00
54.739,-0.01,0.04,-0.01
54.744,-0.01,0.02,-0.01
54.744,0.00,0.01,-0.01
54.750,0.01,-0.01,-0.01
54.750,0.01,-0.02,-0.01
54.752,0.01,-0.03,-0.01
54.752,0.01,-0.03,-0.01
54.758,0.01,-0.02,-0.00
54.758,0.01,-0.03,-0.01
54.763,0.00,-0.03,-0.00
54.764,-0.00,-0.04,-0.00
54.768,-0.01,-0.04,-0.00
54.768,-0.01,-0.04,-0.00
54.772,-0.02,-0.02,-0.00
54.773,-0.02,-0.01,-0.00
54.777,-0.03,-0.01,-0.00
54.777,-0.03,-0.00,-0.00
54.782,-0.03,0.00,-0.00
54.782,-0.02,-0.00,-0.00
54.787,-0.02,-0.00,-0.00
54.788,-0.01,-0.01,-0.00
54.794,-0.00,-0.01,-0.00
54.794,0.01,-0.01,-0.01
54.799,0.02,-0.01,-0.00
54.799,0.02,-0.01,-0.00
54.802,0.03,-0.00,-0.00
54.802,0.03,-0.01,-0.00
54.809,0.04,-0.00,-0.00
54.810,0.04,-0.00,-0.00
54.811,0.04,-0.01,-0.00
54.811,0.04,-0.00,0.00
54.818,0.04,-0.00,0.00
54.819,0.03,-0.00,0.00
54.822,0.03,0.00,-0.00
54.822,0.03,0.00,-0.00
54.828,0.02,0.00,-0.00
54.828,0.02,0.00,-0.00
54.830,0.01,0.01,-0.00
54.830,0.01,0.01,-0.00
54.836,0.00,0.01,-0.00
54.836,0.00,0.01,-0.00
54.841,-0.00,0.01,-0.00
54.841,-0.00,0.01,-0.00
54.845,-0.00,0.01,0.00
54.845,-0.00,0.01,-0.00
54.850,-0.01,0.00,0.00
54.850,-0.01,0.01,0.00
54.855,-0.01,0.00,0.00
54.855,-0.01,0.00,0.00
54.860,-0.01,0.00,0.00
54.861,-0.01,0.00,0.00
54.864,-0.01,0.00,0.00
54.865,-0.01,0.00,0.00
54.870,-0.01,0.00,0.00
54.871,-0.01,0.00,0.00
54.874,-0.01,0.00,0.00
54.875,-0.01,0.00,0.00
54.880,-0.01,0.00,0.00
54.881,-0.01,0.00,0.00
54.885,-0.00,0.00,-0.00
54.885,-0.00,0.00,-0.00
54.889,-0.00,0.00,-0.00
54.889,0.00,0.00,-0.00
54.894,0.00,0.00,-0.00
54.894,0.01,-0.00,-0.00
54.899,0.01,-0.00,-0.00
54.899,0.01,-0.00,0.00
54.905,0.01,-0.00,-0.00
54.906,0.01,-0.00,-0.00
54.909,0.01,-0.00,-0.00
54.909,0.01,0.00,-0.00
54.914,0.01,-0.00,-0.00
54.914,0.01,-0.00,-0.00
54.918,0.01,-0.00,0.00
54.919,0.01,-0.00,-0.00
54.923,0.01,-0.00,-0.00
54.924,0.00,-0.00,0.00
54.929,0.01,-0.00,-0.00
54.930,0.00,-0.00,-0.00
54.934,-0.00,-0.00,-0.00
54.934,-0.00,-0.00,-0.00
54.939,-0.01,-0.00,-0.00
54.939,-0.01,-0.00,-0.00
54.944,-0.01,-0.00,-0.00
54.944,-0.01,-0.00,-0.00
54.949,-0.01,-0.00,-0.00
54.950,-0.01,-0.00,-0.00
54.952,-0.01,-0.00,-0.00
54.953,-0.00,-0.00,-0.00
54.958,-0.01,-0.01,-0.00
54.958,-0.00,-0.01,-0.00
54.962,-0.00,-0.00,-0.00
54.963,-0.00,-0.01,-0.00
54.968,0.00,-0.01,-0.00
54.968,0.00,-0.00,-0.00
54.972,0.01,-0.00,-0.01
54.973,0.01,-0.00,-0.00
54.977,0.01,-0.00,-0.00
54.978,0.01,-0.01,-0.01
54.983,0.01,-0.00,-0.01
54.984,0.01,-0.00,-0.00
54.987,0.01,-0.00,-0.00
54.987,0.01,0.00,-0.00
54.991,0.01,-0.00,-0.00
54.991,0.01,0.00,-0.00
54.996,0.01,0.00,-0.00
54.997,0.01,-0.00,-0.00
55.002,0.01,0.00,-0.00
55.003,0.01,0.00,-0.00
55.007,0.01,0.00,-0.00
55.008,0.01,-0.00,-0.00
55.012,0.01,-0.00,-0.00
55.012,0.01,-0.00,-0.00
55.018,0.01,-0.00,-0.00
55.019,0.01,-0.00,-0.00
55.021,0.01,-0.00,-0.00
55.021,0.01,-0.00,-0.00
55.027,0.01,-0.00,-0.00
55.028,0.01,-0.00,-0.00
55.030,0.01,-0.00,-0.00
55.031,0.01,-0.00,-0.00
55.037,0.01,0.00,-0.00
55.039,0.01,-0.00,0.00
55.043,0.01,-0.01,-0.00
55.044,0.01,-0.01,0.00
55.046,0.01,-0.01,0.00
55.046,0.01,-0.02,0.00
55.051,0.01,-0.02,-0.00
55.052,0.01,-0.02,0.00
55.056,0.01,-0.02,0.00
55.057,0.00,-0.01,0.00
55.060,0.00,-0.01,0.00
55.060,-0.00,-0.01,0.00
55.065,-0.00,-0.00,0.01
55.065,-0.01,0.00,0.00
55.070,-0.01,0.01,0.00
55.070,-0.01,0.01,0.00
55.075,-0.01,0.00,0.00
55.076,-0.01,-0.00,-0.00
55.080,-0.01,-0.00,-0.00
55.080,-0.01,-0.01,-0.00
55.085,-0.01,-0.01,-0.00
55.086,-0.01,-0.00,-0.00
55.089,-0.00,-0.00,-0.00
55.089,-0.00,0.00,-0.00
55.094,-0.00,0.01,0.00
55.095,0.00,0.01,0.00
55.099,0.00,0.01,0.00
55.099,0.00,0.01,0.00
55.106,0.01,0.00,0.00
55.107,0.01,0.00,0.00
55.108,0.01,-0.01,0.00
55.109,0.02,-0.01,0.00
55.114,0.02,-0.01,0.00
55.114,0.02,-0.01,-0.00
55.118,0.03,-0.01,-0.00
55.119,0.03,-0.01,0.00
55.124,0.03,-0.00,-0.00
55.124,0.03,-0.00,-0.00
55.128,0.02,-0.00,0.00
55.129,0.02,-0.00,0.00
55.134,0.02,-0.00,0.00
55.134,0.01,-0.00,-0.00
55.138,0.01,-0.00,-0.00
55.139,0.01,-0.00,-0.00
55.143,0.01,-0.00,-0.00
55.143,0.00,-0.00,-0.00
55.148,0.00,-0.00,-0.00
55.149,0.00,-0.00,-0.00
55.152,0.00,-0.00,-0.00
55.153,0.00,-0.00,-0.00
55.158,0.00,-0.00,-0.00
55.158,0.00,-0.00,-0.00
55.165,0.01,-0.01,-0.00
55.166,0.01,-0.01,-0.00
55.167,0.01,-0.01,0.00
55.167,0.01,-0.01,-0.00
55.174,0.01,-0.01,-0.00
55.175,0.01,-0.01,0.00
55.177,0.01,-0.00,0.00
55.177,0.01,-0.00,0.00
55.181,0.01,-0.00,-0.00
55.183,0.01,-0.00,-0.00
55.187,0.01,0.00,0.00
55.187,0.01,-0.00,0.00
55.191,0.01,-0.00,-0.00
55.192,0.01,0.00,0.00
55.197,0.01,0.00,0.00
55.197,0.01,0.00,0.00
55.201,0.01,0.00,0.00
55.201,0.02,-0.00,0.00
55.206,0.02,-0.00,0.00
55.207,0.02,-0.01,0.00
55.211,0.02,-0.01,0.00
55.212,0.02,-0.01,0.00
55.216,0.02,-0.01,0.00
55.216,0.02,-0.01,0.00
55.221,0.03,-0.01,0.00
55.221,0.03,-0.01,0.00
55.225,0.03,-0.01,0.00
55.225,0.03,-0.01,0.00
55.231,0.02,-0.01,0.00
55.231,0.02,-0.01,0.00
55.235,0.02,-0.01,0.00
55.235,0.02,-0.01,0.00
55.241,0.01,-0.01,0.00
55.241,0.01,-0.01,-0.00
55.246,0.01,-0.00,-0.00
55.247,0.01,-0.00,0.00
55.250,0.01,-0.00,-0.00
55.250,0.01,-0.00,-0.00
55.255,0.00,-0.00,-0.00
55.255,0.01,-0.00,-0.00
55.260,0.00,-0.00,-0.00
55.261,0.01,-0.00,-0.00
55.265,0.01,-0.00,-0.00
55.266,0.01,-0.00,-0.00
55.271,0.01,-0.00,-0.01
55.271,0.01,-0.00,-0.00
55.274,0.02,-0.00,-0.00
55.275,0.02,-0.00,-0.00
55.279,0.02,0.00,-0.00
55.279,0.02,0.00,-0.00
55.284,0.02,0.00,-0.00
55.285,0.02,0.00,-0.00
55.290,0.02,0.00,-0.00
55.290,0.02,0.01,-0.00
55.295,0.02,0.00,-0.00
55.296,0.02,0.00,-0.00
55.299,0.02,0.00,-0.00
55.299,0.02,0.00,-0.00
55.305,0.02,0.00,0.00
55.306,0.01,0.00,0.00
55.309,0.01,0.00,0.00
55.310,0.01,0.01,0.00
55.313,0.01,0.00,0.00
55.314,0.01,0.01,0.00
55.319,0.01,0.01,0.00
55.319,0.01,0.00,0.00
55.324,0.01,0.00,0.00
55.324,0.01,0.00,0.00
55.330,0.01,0.00,-0.00
55.330,0.01,0.01,0.00
55.333,0.01,0.00,0.00
55.333,0.01,0.00,0.00
55.338,0.01,0.00,0.00
55.339,0.01,0.00,0.00
55.343,0.01,0.00,0.00
55.344,0.01,0.00,-0.00
55.349,0.01,0.00,0.00
55.349,0.01,0.01,0.00
55.352,0.01,0.00,-0.00
55.353,0.01,0.00,-0.00
55.359,0.01,0.00,0.00
55.359,0.01,0.00,-0.00
55.364,0.01,0.00,0.00
55.364,0.01,0.00,0.00
55.368,0.01,0.00,-0.00
55.368,0.01,-0.00,0.00
55.373,0.01,-0.00,-0.00
55.374,0.01,-0.00,0.00
55.377,0.01,-0.00,0.00
55.378,0.01,-0.00,0.00
55.382,0.01,-0.00,0.00
55.383,0.01,-0.00,0.00
55.387,0.01,-0.00,-0.00
55.388,0.01,0.00,-0.00
55.391,0.01,0.00,0.00
55.392,0.01,-0.00,0.00
55.397,0.01,-0.00,0.00
55.398,0.01,-0.00,0.00
55.402,0.01,0.00,0.00
55.402,0.01,-0.00,0.00
55.407,0.01,-0.00,0.00
55.407,0.01,-0.00,0.00
55.411,0.01,-0.00,0.00
55.412,0.01,-0.00,0.00
55.418,0.01,-0.00,0.00
55.418,0.01,-0.00,0.00
55.421,0.01,-0.00,0.00
55.422,0.01,-0.00,-0.00
55.426,0.01,-0.00,-0.00
55.426,0.01,-0.00,-0.00
55.430,0.01,-0.00,-0.00
55.431,0.01,-0.00,0.00
55.436,0.01,-0.00,-0.00
55.436,0.01,0.00,0.00
55.441,0.01,0.00,0.00
55.442,0.01,0.00,-0.00
55.446,0.01,0.01,0.00
55.447,0.01,0.00,-0.00
55.452,0.01,0.00,-0.00
55.452,0.01,0.00,0.00
55.455,0.01,0.00,0.00
55.455,0.01,0.00,-0.00
55.461,0.01,0.00,-0.00
55.462,0.01,0.00,-0.00
55.465,0.01,-0.00,-0.00
55.466,0.01,-0.00,-0.00
55.470,0.01,-0.00,0.00
55.471,0.01,-0.00,0.00
55.474,0.01,-0.00,0.00
55.475,0.01,-0.01,-0.00
55.480,0.01,-0.01,0.00
55.480,0.01,-0.00,0.00
55.486,0.01,-0.01,0.00
55.487,0.01,-0.01,-0.00
55.489,0.01,-0.01,-0.00
55.490,0.01,-0.01,-0.00
55.495,0.01,-0.01,-0.00
55.496,0.01,-0.01,-0.00
55.499,0.01,-0.01,-0.00
55.499,0.00,-0.01,0.00
55.504,-0.00,-0.01,-0.00
55.505,-0.00,-0.01,-0.00
55.508,-0.01,-0.00,-0.00
55.509,-0.01,-0.00,0.00
55.514,-0.01,0.00,0.00
55.514,-0.01,0.00,0.00
55.518,-0.01,0.00,0.00
55.519,-0.02,0.01,0.00
55.523,-0.01,0.02,0.00
55.523,-0.01,0.03,0.00
55.529,-0.01,0.04,-0.00
55.529,-0.01,0.05,0.00
55.533,-0.00,0.06,0.00
55.533,-0.00,0.06,0.00
55.538,-0.00,0.06,0.00
55.539,-0.00,0.05,0.00
55.543,0.00,0.04,0.00
55.543,0.00,0.03,-0.00
55.548,0.01,0.03,-0.00
55.548,0.01,0.02,-0.00
55.553,0.02,-0.00,-0.00
55.554,0.02,-0.02,-0.00
55.558,0.03,-0.02,-0.00
55.559,0.03,-0.03,-0.00
55.562,0.03,-0.02,0.00
55.563,0.03,-0.02,0.00
55.569,0.02,-0.02,0.00
55.569,0.02,-0.03,0.00
55.574,0.02,-0.04,-0.00
55.575,0.01,-0.05,0.00
55.577,0.00,-0.05,-0.00
55.577,-0.00,-0.05,0.00
55.583,-0.01,-0.04,-0.00
55.583,-0.01,-0.03,-0.00
55.587,-0.01,-0.02,-0.00
55.588,-0.02,-0.01,-0.00
55.591,-0.01,-0.01,-0.00
55.592,-0.01,-0.01,-0.00
55.597,-0.01,-0.01,0.00
55.597,-0.01,-0.01,0.00
55.602,-0.00,-0.01,0.00
55.603,0.01,-0.02,0.00
55.607,0.02,-0.02,0.00
55.607,0.02,-0.01,0.00
55.611,0.03,-0.01,0.00
55.611,0.03,-0.01,0.00
55.617,0.04,-0.01,0.00
55.617,0.05,-0.01,0.00
55.621,0.05,-0.01,0.00
55.621,0.05,-0.01,0.00
55.626,0.05,-0.01,0.00
55.626,0.05,-0.01,0.00
55.631,0.05,-0.01,0.00
55.632,0.04,-0.01,0.00
55.636,0.04,-0.00,0.00
55.636,0.03,-0.00,0.00
55.641,0.03,-0.00,0.00
55.641,0.03,-0.00,0.00
55.645,0.02,-0.00,0.00
55.645,0.02,0.00,0.00
55.651,0.01,0.00,0.01
55.652,0.01,0.00,0.01
55.656,0.01,-0.00,0.01
55.656,0.01,-0.00,0.01
55.660,0.01,-0.00,0.01
55.661,0.01,-0.00,0.01
55.665,0.01,-0.00,0.01
55.665,0.01,-0.00,0.00
55.670,0.01,-0.00,0.00
55.670,0.01,-0.01,0.00
55.675,0.00,-0.01,0.00
55.676,0.01,-0.01,0.00
55.681,0.01,-0.01,0.00
55.681,0.01,-0.01,-0.00
55.684,0.01,-0.01,0.00
55.685,0.01,-0.01,-0.00
55.689,0.01,-0.01,0.00
55.690,0.01,-0.01,-0.00
55.697,0.01,-0.01,-0.00
55.698,0.01,-0.01,-0.00
55.699,0.01,-0.01,-0.00
55.699,0.01,-0.01,-0.00
55.704,0.02,-0.01,0.00
55.705,0.02,-0.01,-0.00
55.708,0.02,-0.01,0.00
55.709,0.02,-0.01,0.00
55.713,0.02,-0.01,0.00
55.713,0.02,-0.01,0.00
55.719,0.02,-0.01,0.00
55.719,0.02,-0.01,0.00
55.724,0.02,-0.00,0.00
55.724,0.02,-0.00,0.00
55.729,0.02,-0.00,0.00
55.730,0.02,-0.01,0.00
55.733,0.02,-0.01,0.00
55.733,0.03,-0.01,0.00
55.739,0.02,-0.01,0.00
55.739,0.02,-0.01,0.00
55.743,0.02,-0.01,0.00
55.744,0.02,-0.01,0.00
55.748,0.02,-0.01,0.00
55.748,0.02,-0.01,0.00
55.753,0.02,-0.01,0.00
55.754,0.02,-0.01,-0.00
55.758,0.02,-0.01,0.00
55.758,0.01,-0.01,-0.00
55.764,0.01,-0.01,-0.00
55.764,0.01,-0.01,-0.00
55.767,0.01,-0.01,0.00
55.767,0.01,-0.01,-0.00
55.773,0.01,-0.01,-0.00
55.773,0.01,-0.01,-0.00
55.778,0.01,-0.01,0.00
55.779,0.01,-0.01,-0.00
55.782,0.00,-0.01,0.00
55.782,0.00,-0.01,-0.00
55.787,0.01,-0.01,-0.00
55.787,0.00,-0.01,-0.00
55.792,0.00,-0.00,-0.00
55.792,0.01,-0.01,0.00
55.797,0.01,-0.00,0.00
55.797,0.01,-0.00,0.00
55.802,0.01,-0.00,0.00
55.802,0.01,-0.01,-0.00
55.806,0.01,-0.01,-0.00
55.807,0.01,-0.00,-0.00
55.811,0.01,-0.00,0.00
55.812,0.01,-0.01,0.00
55.816,0.01,-0.01,0.00
55.816,0.01,-0.00,0.00
55.821,0.01,-0.01,-0.00
55.822,0.01,-0.01,0.00
55.826,0.01,-0.01,0.00
55.826,0.01,-0.01,0.00
55.831,0.01,-0.01,0.00
55.831,0.01,-0.01,0.00
55.836,0.01,-0.01,0.00
55.836,0.01,-0.01,0.00
55.841,0.01,-0.01,0.00
55.841,0.01,-0.01,-0.00
55.845,0.01,-0.00,0.00
55.846,0.01,-0.00,0.00
55.852,0.01,-0.01,-0.00
55.853,0.01,-0.01,-0.00
55.856,0.01,-0.00,0.00
55.856,0.01,-0.00,-0.00
55.861,0.01,-0.00,-0.00
55.861,0.01,-0.01,-0.00
55.865,0.01,-0.01,-0.00
55.866,0.01,-0.02,-0.00
55.870,0.01,-0.02,-0.00
55.870,0.01,-0.02,-0.00
55.875,0.01,-0.02,-0.00
55.876,0.01,-0.02,0.00
55.880,0.01,-0.01,0.00
55.880,0.01,-0.01,-0.00
55.886,0.00,-0.00,0.00
55.887,-0.01,0.00,0.00
55.889,-0.01,0.01,0.00
55.890,-0.02,0.01,0.00
55.894,-0.02,0.01,0.00
55.895,-0.02,0.01,0.00
55.899,-0.03,0.01,0.00
55.899,-0.03,0.01,0.00
55.905,-0.03,0.01,-0.00
55.905,-0.03,0.00,-0.00
55.912,-0.02,0.00,-0.00
55.912,-0.02,0.00,-0.00
55.914,-0.01,-0.00,-0.00
55.915,-0.01,-0.01,-0.00
55.920,0.00,-0.01,-0.00
55.920,0.01,-0.01,-0.00
55.924,0.02,-0.01,-0.00
55.924,0.02,-0.00,-0.00
55.929,0.03,-0.00,0.00
55.929,0.03,0.00,0.00
55.934,0.04,0.00,-0.00
55.935,0.04,0.00,-0.00
55.938,0.03,0.00,0.00
55.938,0.03,0.00,-0.00
55.943,0.03,-0.00,-0.00
55.944,0.02,-0.00,-0.00
55.948,0.02,-0.00,-0.00
55.948,0.01,0.00,-0.00
55.952,0.01,-0.00,-0.00
55.953,0.00,-0.00,-0.00
55.958,0.00,0.00,0.00
55.959,-0.00,0.00,-0.00
55.965,-0.00,0.00,0.00
55.966,-0.00,0.00,0.00
55.967,-0.00,-0.00,-0.00
55.967,-0.00,-0.00,0.00
55.973,-0.00,-0.00,0.00
55.974,-0.00,-0.00,0.00
55.977,-0.00,-0.00,0.00
55.978,0.00,-0.00,0.00
55.982,0.00,-0.00,0.00
55.982,0.00,-0.00,0.00
55.988,0.01,-0.01,0.00
55.988,0.01,-0.01,0.00
55.992,0.01,-0.01,0.00
55.992,0.01,-0.01,0.00
55.997,0.01,-0.01,0.00
55.998,0.01,-0.01,0.00
56.001,0.00,-0.01,0.00
56.001,0.01,-0.01,0.00
56.006,0.00,-0.01,0.00
56.006,0.00,-0.01,0.00
56.011,0.00,-0.01,0.00
56.011,0.00,-0.01,0.00
56.017,0.00,-0.01,0.00
56.019,0.00,-0.01,0.00
56.023,0.00,-0.01,0.00
56.024,0.00,-0.01,0.00
56.026,0.01,-0.01,0.00
56.027,0.01,-0.01,0.00
56.032,0.01,-0.01,0.00
56.032,0.01,-0.01,-0.00
56.036,0.02,-0.01,-0.00
56.036,0.02,-0.01,0.00
56.041,0.02,-0.01,0.00
56.042,0.02,-0.01,0.00
56.046,0.02,-0.01,0.00
56.046,0.01,-0.01,0.00
56.050,0.01,-0.01,0.00
56.051,0.01,-0.01,-0.00
56.055,0.01,-0.01,-0.00
56.055,0.01,-0.01,-0.00
56.060,0.00,-0.01,-0.00
56.060,0.00,-0.01,-0.00
56.065,-0.00,-0.01,-0.00
56.066,-0.00,-0.01,-0.00
56.070,-0.00,-0.01,-0.00
56.071,-0.01,-0.01,-0.00
56.075,-0.01,-0.00,-0.00
56.076,-0.01,-0.00,-0.00
56.081,-0.00,0.00,-0.00
56.081,-0.01,-0.00,-0.00
56.086,-0.00,0.00,-0.00
56.087,-0.00,0.00,-0.00
56.090,0.00,0.00,-0.00
56.090,-0.00,0.00,-0.00
56.094,0.00,0.00,-0.00
56.094,0.00,0.00,-0.00
56.099,0.00,0.00,-0.00
56.099,0.00,0.00,-0.00
56.104,0.00,0.00,-0.00
56.104,0.01,0.00,-0.00
56.109,0.00,0.01,-0.00
56.110,0.00,0.00,-0.00
56.115,0.00,0.00,-0.00
56.115,0.00,0.00,-0.00
56.119,0.00,0.00,-0.00
56.120,0.00,0.00,-0.00
56.123,-0.00,0.00,0.00
56.123,-0.00,0.00,-0.00
56.130,-0.00,0.00,0.00
56.130,0.00,0.00,-0.00
56.133,-0.00,0.00,0.00
56.134,-0.01,0.01,0.00
56.138,-0.01,0.01,0.00
56.139,-0.00,0.01,0.00
56.143,-0.00,0.01,0.00
56.143,-0.01,0.00,-0.00
56.148,-0.00,0.01,0.00
56.148,-0.00,0.01,0.00
56.155,-0.00,0.01,0.00
56.156,-0.00,0.01,0.00
56.162,-0.00,0.01,0.00
56.162,-0.01,0.01,0.00
56.162,-0.01,0.01,0.00
56.163,-0.01,0.01,0.00
56.168,-0.01,0.01,0.00
56.168,-0.01,0.01,0.00
56.172,-0.01,0.01,-0.00
56.172,-0.01,0.01,0.00
56.177,-0.01,0.01,0.00
56.178,-0.01,0.01,0.00
56.182,-0.01,0.01,0.00
56.182,-0.01,0.01,0.00
56.188,-0.01,0.01,0.00
56.188,-0.01,0.01,-0.00
56.192,-0.01,0.01,-0.00
56.192,-0.01,0.01,-0.00
56.200,-0.01,0.01,-0.00
56.201,-0.01,0.01,-0.00
56.201,-0.01,0.01,-0.00
56.202,-0.01,0.01,-0.00
56.208,-0.01,0.01,-0.00
56.208,-0.01,0.01,-0.00
56.211,-0.01,0.01,-0.00
56.211,-0.01,0.01,-0.00
56.217,-0.01,0.01,-0.00
56.217,-0.01,0.00,-0.00
56.222,-0.01,0.00,-0.00
56.222,-0.01,0.00,-0.00
56.227,-0.01,0.00,-0.00
56.227,-0.01,0.00,-0.00
56.231,-0.00,0.01,-0.00
56.232,-0.00,0.00,-0.00
56.236,-0.01,0.00,-0.00
56.236,-0.00,0.00,-0.00
56.243,-0.00,0.00,-0.00
56.243,-0.00,0.00,-0.00
56.246,-0.00,-0.00,-0.00
56.246,-0.01,0.00,-0.00
56.250,-0.01,0.00,-0.00
56.250,-0.01,0.00,-0.00
56.255,-0.01,-0.00,-0.00
56.256,-0.01,-0.00,-0.00
56.260,-0.00,0.00,-0.00
56.260,-0.01,0.00,-0.00
56.268,-0.01,0.00,-0.00
56.268,-0.01,0.00,-0.00
56.270,-0.01,0.01,-0.00
56.270,-0.01,0.01,0.00
56.276,-0.00,0.00,-0.00
56.277,-0.00,0.00,-0.00
56.280,-0.00,0.00,0.00
56.280,-0.01,0.00,0.00
56.284,-0.00,0.00,0.00
56.285,-0.00,0.00,-0.00
56.290,-0.00,0.01,-0.00
56.290,-0.01,0.00,-0.00
56.295,-0.00,0.00,-0.00
56.295,-0.00,-0.00,-0.00
56.299,-0.00,0.00,-0.00
56.300,-0.00,-0.00,-0.00
56.304,-0.00,0.00,-0.00
56.304,-0.01,-0.00,-0.00
56.311,-0.00,-0.00,-0.00
56.311,-0.01,-0.00,-0.00
56.314,-0.01,-0.00,-0.00
56.314,-0.01,-0.00,-0.00
56.320,-0.01,0.00,-0.00
56.320,-0.01,0.00,-0.00
56.324,-0.01,0.00,-0.00
56.324,-0.01,-0.00,-0.00
