time,wx (rad/s),wy (rad/s),wz (rad/s)
14.760,-0.01,-0.04,-0.01
14.760,-0.01,-0.04,-0.01
14.765,-0.01,-0.02,-0.01
14.766,-0.01,-0.01,-0.01
14.770,-0.02,0.00,-0.01
14.771,-0.02,0.01,-0.01
14.776,-0.02,0.01,-0.01
14.777,-0.01,0.01,-0.01
14.780,-0.01,0.01,-0.01
14.781,-0.00,0.01,-0.00
14.787,0.00,0.00,-0.01
14.787,0.01,0.00,-0.01
14.790,0.02,0.00,-0.00
14.791,0.02,0.00,-0.00
14.795,0.03,-0.00,-0.00
14.795,0.04,0.00,-0.00
14.799,0.04,-0.00,-0.00
14.800,0.04,-0.00,0.00
14.804,0.04,-0.00,0.00
14.804,0.04,-0.01,0.00
14.810,0.04,-0.01,-0.00
14.810,0.04,-0.01,-0.00
14.815,0.03,-0.00,-0.00
14.815,0.02,-0.00,-0.00
14.819,0.02,0.00,-0.00
14.820,0.01,0.00,-0.00
14.824,0.01,0.01,0.00
14.824,0.00,0.01,0.00
14.829,-0.00,0.01,0.00
14.830,-0.00,0.01,0.00
14.834,-0.01,0.01,0.00
14.834,-0.01,0.01,0.00
14.838,-0.01,0.00,0.00
14.839,-0.01,0.00,0.00
14.843,-0.01,-0.00,-0.00
14.844,-0.01,-0.00,-0.00
14.850,-0.01,0.00,-0.00
14.850,-0.01,0.00,0.00
14.856,-0.01,0.00,-0.00
14.857,-0.01,-0.00,-0.00
14.858,-0.01,-0.00,-0.00
14.858,-0.01,0.00,-0.00
14.864,-0.00,-0.00,-0.00
14.864,-0.00,-0.00,-0.01
14.868,-0.00,-0.00,-0.00
14.868,-0.00,-0.00,-0.00
14.873,-0.00,0.00,-0.00
14.874,-0.00,0.00,-0.00
14.877,-0.00,0.00,-0.00
14.878,-0.00,-0.00,-0.00
14.882,0.00,-0.00,-0.01
14.882,0.00,-0.00,-0.01
14.888,0.00,0.00,-0.00
14.888,0.01,0.00,-0.00
14.893,0.00,0.00,-0.00
14.893,0.01,0.00,-0.00
14.898,0.01,-0.00,-0.00
14.898,0.01,-0.00,-0.00
14.902,0.01,0.00,-0.00
14.902,0.01,-0.00,-0.00
14.907,0.01,-0.00,-0.00
14.907,0.01,-0.00,-0.00
14.912,0.01,-0.00,-0.00
14.913,0.01,0.00,-0.00
14.917,0.01,-0.00,-0.00
14.917,0.01,-0.00,-0.00
14.921,0.01,-0.01,-0.00
14.922,0.01,-0.00,-0.00
14.926,0.01,-0.00,0.00
14.926,0.01,-0.00,-0.00
14.931,0.01,-0.01,-0.00
14.931,0.01,-0.01,-0.00
14.937,0.01,-0.00,-0.00
14.937,0.01,-0.01,-0.00
14.942,0.01,-0.01,-0.00
14.942,0.01,-0.01,-0.00
14.946,0.01,-0.01,-0.00
14.946,0.01,-0.01,-0.00
14.951,0.01,-0.01,-0.00
14.951,0.01,-0.00,-0.00
14.955,0.01,-0.01,-0.00
14.956,0.01,-0.00,-0.00
14.961,0.01,-0.00,-0.00
14.961,0.01,-0.00,-0.00
14.966,0.01,-0.00,-0.00
14.966,0.01,-0.00,0.00
14.971,0.01,-0.00,-0.00
14.971,0.01,-0.00,0.00
14.977,0.01,-0.00,0.00
14.978,0.01,-0.00,-0.00
14.980,0.01,-0.00,-0.00
14.980,0.01,-0.00,0.00
14.987,0.00,-0.00,0.00
14.988,0.00,-0.00,0.00
14.989,0.01,-0.00,0.00
14.992,0.00,-0.00,0.00
14.994,0.00,-0.00,0.00
14.994,0.00,-0.00,0.00
15.001,0.00,-0.00,0.00
15.002,0.00,-0.00,0.00
15.006,0.00,-0.00,0.00
15.006,0.00,-0.00,0.00
15.015,0.00,-0.00,0.00
15.015,0.00,-0.00,0.00
15.016,0.00,-0.00,0.00
15.016,0.00,0.00,0.00
15.019,0.00,0.00,0.00
15.020,0.00,0.00,0.00
15.024,0.00,0.00,0.00
15.024,0.00,0.00,0.00
15.029,0.00,0.00,0.00
15.029,0.00,0.00,0.00
15.034,0.00,-0.01,0.00
15.034,0.00,-0.01,0.00
15.038,0.00,-0.02,-0.00
15.040,0.00,-0.03,-0.00
15.044,0.00,-0.03,-0.00
15.044,-0.00,-0.03,-0.00
15.049,-0.00,-0.03,-0.00
15.049,-0.01,-0.02,-0.00
15.054,-0.01,-0.01,-0.00
15.054,-0.01,-0.01,-0.00
15.058,-0.01,0.00,-0.00
15.059,-0.02,0.01,-0.00
15.063,-0.02,0.01,-0.00
15.064,-0.02,0.01,-0.00
15.068,-0.02,0.01,-0.01
15.069,-0.02,0.00,-0.01
15.073,-0.02,0.00,-0.01
15.074,-0.02,0.00,-0.01
15.078,-0.01,0.00,-0.01
15.078,-0.01,0.01,-0.00
15.084,-0.01,0.01,-0.00
15.084,-0.01,0.01,-0.00
15.088,-0.00,0.01,-0.00
15.089,0.00,0.00,-0.00
15.093,0.01,-0.00,-0.00
15.093,0.02,-0.01,-0.00
15.097,0.02,-0.01,-0.00
15.099,0.03,-0.01,-0.00
15.102,0.03,-0.01,-0.00
15.103,0.03,-0.01,0.00
15.108,0.03,-0.01,0.00
15.108,0.02,-0.01,0.00
15.113,0.02,-0.00,0.00
15.113,0.02,-0.00,0.00
15.118,0.01,-0.00,0.00
15.118,0.00,-0.00,0.00
15.126,-0.00,-0.00,0.00
15.127,-0.01,-0.00,0.00
15.128,-0.01,-0.00,0.00
15.128,-0.01,-0.00,0.00
15.132,-0.01,-0.00,0.00
15.133,-0.01,0.00,0.00
15.136,-0.01,0.00,0.01
15.137,-0.01,-0.00,0.00
15.142,-0.01,-0.00,0.00
15.142,-0.00,-0.00,0.00
15.147,0.00,-0.01,0.00
15.147,0.00,-0.01,0.00
15.151,0.00,-0.01,0.00
15.151,0.01,-0.01,0.00
15.156,0.01,-0.01,-0.00
15.156,0.01,-0.01,0.00
15.161,0.01,-0.01,0.00
15.161,0.01,-0.01,-0.00
15.166,0.01,-0.00,-0.00
15.166,0.00,-0.00,-0.00
15.170,0.00,0.00,-0.00
15.171,0.00,0.00,-0.00
15.176,-0.00,0.01,-0.00
15.177,-0.00,0.01,-0.00
15.181,-0.00,0.01,-0.00
15.181,-0.00,0.00,-0.00
15.185,0.00,0.00,0.00
15.187,0.00,0.00,-0.00
15.189,0.01,-0.00,-0.00
15.190,0.01,-0.01,0.00
15.195,0.02,-0.01,-0.00
15.195,0.02,-0.01,0.00
15.200,0.02,-0.01,0.00
15.201,0.02,-0.01,0.00
15.205,0.02,-0.01,0.00
15.205,0.02,-0.01,0.00
15.209,0.02,-0.01,0.00
15.210,0.02,-0.01,0.00
15.214,0.02,-0.00,0.00
15.214,0.02,-0.00,0.00
15.221,0.01,-0.00,0.00
15.221,0.01,-0.00,0.00
15.224,0.00,-0.00,0.00
15.225,-0.00,-0.00,0.00
15.229,-0.00,-0.00,-0.00
15.230,-0.01,-0.00,-0.00
15.233,-0.01,-0.00,-0.00
15.234,-0.01,0.00,-0.00
15.239,-0.01,0.00,-0.00
15.239,-0.01,0.00,-0.00
15.246,-0.00,0.01,-0.00
15.247,-0.00,0.01,-0.01
15.248,-0.00,0.01,-0.00
15.249,0.00,0.00,-0.01
15.254,0.01,0.00,-0.00
15.254,0.01,0.01,-0.00
15.264,0.01,0.01,-0.00
15.265,0.01,0.00,-0.00
15.265,0.02,0.00,-0.00
15.265,0.02,0.00,-0.00
15.268,0.02,0.00,0.00
15.268,0.02,0.00,-0.00
15.273,0.02,-0.00,-0.00
15.273,0.02,0.00,0.00
15.278,0.02,-0.00,0.00
15.278,0.02,-0.00,0.00
15.283,0.02,-0.00,0.00
15.284,0.02,0.00,0.00
15.287,0.02,0.00,0.00
15.288,0.01,0.00,0.00
15.292,0.01,0.00,0.00
15.292,0.01,0.00,0.00
15.297,0.01,0.00,0.00
15.297,0.01,0.01,0.00
15.302,0.01,0.01,0.00
15.303,0.01,0.00,0.00
15.308,0.01,0.01,0.00
15.308,0.01,0.01,0.00
15.312,0.01,0.01,0.00
15.312,0.01,0.00,0.00
15.317,0.01,0.00,0.00
15.317,0.01,0.01,0.00
15.322,0.01,0.01,0.00
15.323,0.01,0.01,-0.00
15.327,0.01,0.01,0.00
15.328,0.01,0.01,0.00
15.332,0.01,0.01,0.00
15.332,0.01,0.01,-0.00
15.336,0.01,0.01,0.00
15.337,0.01,0.01,-0.00
15.342,0.01,0.01,0.00
15.342,0.02,0.01,0.00
15.346,0.02,0.00,0.00
15.347,0.02,0.01,0.00
15.352,0.02,0.01,0.00
15.352,0.01,0.01,0.00
15.355,0.01,0.01,0.00
15.356,0.01,0.01,0.00
15.361,0.01,0.01,0.00
15.361,0.01,0.01,0.00
15.365,0.01,0.00,-0.00
15.365,0.01,0.01,0.00
15.378,0.01,0.01,0.00
15.379,0.01,0.00,0.00
15.379,0.01,0.00,0.00
15.379,0.01,-0.00,-0.00
15.380,0.01,0.00,-0.00
15.380,0.01,-0.00,0.00
15.385,0.01,-0.00,0.00
15.385,0.01,-0.00,-0.00
15.390,0.01,-0.00,0.00
15.390,0.01,-0.00,-0.00
15.394,0.01,-0.00,-0.00
15.395,0.00,-0.01,-0.00
15.399,0.00,-0.01,-0.00
15.400,0.00,-0.01,-0.00
15.404,0.00,-0.01,-0.00
15.404,-0.00,-0.01,-0.00
15.410,-0.00,-0.01,-0.00
15.411,-0.00,-0.01,-0.00
15.414,-0.01,-0.01,-0.00
15.415,-0.01,-0.00,-0.00
15.420,-0.01,-0.00,0.00
15.420,-0.02,0.00,0.00
15.424,-0.02,0.00,0.00
15.425,-0.03,0.01,0.00
15.430,-0.03,0.01,-0.00
15.430,-0.03,0.01,-0.00
15.434,-0.03,0.02,-0.00
15.434,-0.02,0.04,-0.00
15.438,-0.02,0.05,0.00
15.439,-0.02,0.06,0.00
15.444,-0.02,0.07,0.00
15.444,-0.02,0.07,0.00
15.448,-0.02,0.06,0.00
15.449,-0.01,0.05,0.00
15.454,-0.01,0.04,-0.00
15.455,-0.01,0.02,-0.00
15.458,0.00,0.01,-0.00
15.458,0.00,0.01,-0.00
15.463,0.01,0.00,-0.00
15.463,0.02,-0.00,-0.01
15.468,0.03,-0.01,-0.01
15.469,0.03,-0.01,-0.00
15.473,0.03,-0.01,-0.00
15.473,0.03,-0.02,-0.00
15.478,0.03,-0.02,0.00
15.478,0.03,-0.03,-0.00
15.483,0.02,-0.04,-0.00
15.483,0.02,-0.05,-0.00
15.489,0.02,-0.06,-0.00
15.490,0.01,-0.05,-0.00
15.492,0.01,-0.04,-0.00
15.492,0.00,-0.03,-0.00
15.499,-0.00,-0.02,-0.00
15.499,-0.01,-0.01,-0.00
15.503,-0.01,-0.00,-0.00
15.503,-0.01,0.00,-0.00
15.508,-0.01,-0.00,-0.00
15.508,-0.00,-0.00,-0.00
15.516,-0.00,-0.01,-0.00
15.517,0.01,-0.01,-0.00
15.517,0.01,-0.01,-0.00
15.517,0.02,-0.01,-0.00
15.521,0.03,-0.01,-0.00
15.522,0.04,-0.01,0.00
15.527,0.04,-0.01,0.00
15.527,0.04,-0.01,0.00
15.533,0.05,-0.01,0.00
15.533,0.05,-0.01,0.00
15.536,0.05,-0.01,0.00
15.537,0.05,-0.01,0.01
15.541,0.04,-0.01,0.00
15.541,0.04,-0.01,0.01
15.546,0.04,-0.01,0.01
15.546,0.03,-0.00,0.01
15.551,0.03,-0.00,0.01
15.551,0.02,-0.00,0.01
15.556,0.02,-0.00,0.00
15.557,0.01,-0.00,0.00
15.561,0.01,-0.00,0.00
15.561,0.01,-0.00,0.00
15.567,0.00,-0.01,0.00
15.568,0.00,-0.01,0.01
15.570,-0.00,-0.01,0.01
15.570,-0.00,-0.01,0.01
15.577,-0.00,-0.01,0.01
15.577,-0.01,-0.01,0.01
15.580,-0.01,-0.01,0.01
15.580,-0.01,-0.01,0.01
15.586,-0.01,-0.01,0.01
15.586,-0.01,-0.01,0.01
15.590,-0.01,-0.01,0.01
15.590,-0.01,-0.01,0.01
15.595,-0.01,-0.01,0.01
15.595,-0.01,-0.01,0.00
15.601,-0.00,-0.01,0.00
15.601,-0.00,-0.01,0.00
15.604,0.00,-0.01,0.00
15.605,0.00,-0.01,0.00
15.609,0.00,-0.00,0.00
15.609,0.01,-0.00,0.00
15.614,0.01,-0.00,0.00
15.614,0.01,-0.00,0.00
15.620,0.02,-0.00,0.00
15.620,0.02,-0.00,0.00
15.625,0.03,-0.00,0.00
15.625,0.03,-0.00,-0.00
15.631,0.03,-0.00,0.00
15.631,0.03,-0.00,0.00
15.638,0.03,-0.00,0.00
15.639,0.03,-0.00,0.00
15.639,0.02,-0.00,0.00
15.639,0.02,-0.00,0.00
15.645,0.02,-0.00,0.00
15.646,0.02,-0.00,-0.00
15.648,0.02,-0.00,0.00
15.648,0.02,-0.00,0.00
15.653,0.01,-0.00,0.00
15.655,0.01,-0.00,0.00
15.658,0.01,-0.01,0.00
15.658,0.01,-0.00,-0.00
15.664,0.01,-0.01,0.00
15.664,0.01,-0.00,0.00
15.668,0.00,-0.01,0.00
15.668,0.00,-0.01,0.00
15.673,0.00,-0.01,0.00
15.673,0.00,-0.01,0.00
15.678,0.00,-0.01,-0.00
15.678,0.00,-0.01,0.00
15.683,0.00,-0.01,0.00
15.683,0.00,-0.01,0.00
15.688,0.00,-0.01,-0.00
15.688,0.01,-0.01,-0.00
15.692,0.01,-0.01,0.00
15.693,0.01,-0.01,0.00
15.697,0.01,-0.01,0.00
15.697,0.00,-0.01,0.00
15.702,0.01,-0.01,0.00
15.703,0.01,-0.01,0.00
15.707,0.01,-0.01,0.00
15.708,0.01,-0.01,0.00
15.712,0.01,-0.01,0.00
15.713,0.01,-0.01,0.01
15.718,0.01,-0.01,0.00
15.718,0.01,-0.01,0.00
15.722,0.01,-0.01,0.00
15.722,0.00,-0.01,0.00
15.726,0.00,-0.01,0.00
15.727,0.00,-0.01,0.00
15.732,-0.00,-0.01,0.00
15.732,-0.00,-0.01,0.00
15.736,0.00,-0.01,0.00
15.737,-0.00,-0.01,0.00
15.742,-0.00,-0.01,0.00
15.743,-0.00,-0.01,0.00
15.752,-0.00,-0.01,-0.00
15.752,-0.01,-0.01,-0.00
15.752,-0.00,-0.01,-0.00
15.752,-0.00,-0.01,-0.00
15.756,-0.00,-0.01,-0.00
15.757,-0.00,-0.00,-0.00
15.761,-0.00,-0.00,-0.00
15.761,0.00,-0.00,-0.00
15.767,0.00,-0.00,-0.00
15.768,0.01,-0.01,0.00
15.770,0.01,-0.01,0.00
15.770,0.01,-0.02,-0.00
15.775,0.01,-0.02,-0.00
15.775,0.01,-0.02,-0.00
15.780,0.01,-0.02,0.00
15.781,0.00,-0.01,0.00
15.786,0.00,-0.01,0.00
15.786,-0.00,-0.00,0.00
15.790,-0.01,0.01,0.00
15.791,-0.01,0.01,0.00
15.794,-0.02,0.02,0.01
15.795,-0.02,0.02,0.00
15.801,-0.02,0.02,0.00
15.802,-0.03,0.01,0.00
15.804,-0.02,0.01,0.00
15.804,-0.02,0.01,-0.00
15.809,-0.02,-0.00,-0.00
15.810,-0.02,-0.01,-0.00
15.814,-0.01,-0.01,-0.00
15.815,-0.00,-0.01,-0.00
15.820,0.01,-0.01,-0.00
15.820,0.01,-0.01,-0.00
15.824,0.02,-0.01,-0.00
15.824,0.03,0.00,0.00
15.829,0.03,0.00,-0.00
15.829,0.03,0.00,-0.00
15.834,0.04,-0.00,-0.00
15.835,0.04,-0.00,-0.00
15.840,0.04,-0.01,0.00
15.841,0.03,-0.01,-0.00
15.844,0.03,-0.01,0.00
15.845,0.02,-0.01,-0.00
15.848,0.02,-0.01,-0.00
15.849,0.02,-0.00,-0.00
15.854,0.01,-0.00,-0.00
15.856,0.01,-0.00,-0.00
15.860,0.00,-0.00,-0.00
15.860,-0.00,-0.00,-0.00
15.867,-0.00,0.00,-0.00
15.867,-0.01,-0.00,-0.00
15.875,-0.01,0.00,0.00
15.875,-0.00,0.00,0.00
15.875,-0.00,0.00,0.00
15.876,-0.00,0.00,0.00
15.879,0.00,0.00,0.00
15.879,0.00,-0.00,0.00
15.883,0.01,-0.01,0.00
15.883,0.01,-0.00,0.00
15.888,0.01,-0.01,0.01
15.889,0.01,-0.01,0.01
15.892,0.01,-0.01,0.00
15.892,0.01,-0.01,0.00
15.898,0.01,-0.01,0.00
15.898,0.01,-0.01,0.00
15.902,0.01,-0.01,0.00
15.903,0.01,-0.01,0.00
15.908,0.01,-0.01,0.00
15.908,0.00,-0.00,0.00
15.912,0.00,-0.00,0.00
15.913,0.00,-0.01,0.00
15.917,0.00,-0.01,0.00
15.917,0.00,-0.00,0.00
15.923,0.00,-0.01,0.00
15.924,0.00,-0.01,0.00
15.927,0.01,-0.01,0.00
15.927,0.01,-0.01,0.00
15.932,0.01,-0.01,0.00
15.932,0.02,-0.01,0.00
15.936,0.02,-0.01,0.00
15.937,0.02,-0.01,0.00
15.942,0.02,-0.01,0.00
15.942,0.02,-0.02,-0.00
15.946,0.02,-0.02,0.00
15.946,0.02,-0.02,0.00
15.952,0.02,-0.02,0.00
15.952,0.01,-0.01,0.00
15.956,0.01,-0.01,0.00
15.957,0.01,-0.01,0.00
15.961,0.01,-0.01,-0.00
15.962,0.00,-0.00,-0.00
15.969,0.00,-0.00,-0.00
15.970,-0.00,-0.00,-0.00
15.971,-0.00,-0.00,-0.00
15.971,-0.00,0.00,-0.00
15.976,-0.00,-0.00,-0.00
15.976,-0.00,0.00,-0.00
15.980,-0.00,0.00,-0.00
15.980,-0.00,0.00,-0.00
15.985,0.00,0.00,-0.00
15.986,0.00,0.00,-0.00
15.991,0.01,0.00,-0.00
15.991,0.01,-0.00,-0.00
15.996,0.01,0.00,-0.00
15.997,0.01,-0.00,-0.00
16.002,0.01,-0.00,-0.00
16.003,0.01,-0.00,-0.00
16.005,0.01,-0.00,-0.00
16.005,0.01,-0.00,0.00
16.009,0.01,-0.00,-0.00
16.010,0.01,-0.00,-0.00
16.014,0.01,-0.00,-0.00
16.015,0.01,0.00,0.00
16.019,0.01,0.00,0.00
16.020,0.00,-0.00,-0.00
16.024,0.00,-0.00,-0.00
16.024,0.00,0.00,-0.00
16.029,-0.00,0.00,-0.00
16.029,0.00,0.00,0.00
16.033,-0.00,0.00,0.00
16.034,-0.00,0.00,0.00
16.039,-0.00,0.00,0.00
16.040,-0.00,0.00,0.00
16.044,-0.00,0.00,-0.00
16.044,0.00,0.00,0.00
16.048,0.00,0.00,0.00
16.049,-0.00,0.00,0.00
16.054,-0.00,0.00,0.00
16.054,-0.00,0.00,0.00
16.058,-0.00,0.00,0.00
16.059,-0.00,0.00,0.00
16.064,0.00,0.00,0.00
16.064,0.00,0.00,-0.00
16.068,-0.00,0.00,-0.00
16.068,0.00,0.01,-0.00
16.074,0.00,0.00,0.00
16.074,0.00,0.00,0.00
16.080,0.00,-0.00,0.00
16.081,0.00,-0.00,-0.00
16.083,0.00,0.00,0.00
16.083,0.00,0.00,0.00
16.088,0.00,-0.00,0.00
16.088,0.00,-0.00,0.00
16.092,0.00,-0.00,0.00
16.092,0.00,-0.00,0.00
16.098,0.00,-0.00,0.00
16.098,0.01,-0.00,0.00
16.104,0.01,-0.00,0.00
16.104,0.01,-0.00,0.00
16.109,0.00,-0.00,0.00
16.110,0.01,-0.00,0.00
16.117,0.01,-0.00,0.00
16.118,0.01,-0.00,0.00
16.118,0.01,-0.00,0.00
16.118,0.01,-0.01,0.00
16.123,0.00,-0.00,0.00
16.123,0.00,-0.00,0.00
16.128,0.01,-0.00,0.00
16.128,0.00,-0.00,0.00
16.132,0.01,-0.00,0.00
16.132,0.01,-0.00,0.00
16.136,0.01,-0.00,0.00
16.136,0.01,-0.00,-0.00
16.142,0.00,-0.00,-0.00
16.143,0.01,-0.00,-0.00
16.146,0.01,-0.00,-0.00
16.147,0.01,-0.00,-0.00
16.151,0.00,-0.00,-0.00
16.151,0.00,-0.00,-0.00
16.156,0.00,-0.00,-0.00
16.157,0.00,0.00,-0.00
16.161,0.00,0.00,-0.00
16.162,0.00,0.01,-0.00
16.166,-0.00,0.00,-0.00
16.167,0.00,0.01,-0.00
16.170,-0.00,0.00,-0.00
16.171,-0.00,0.01,-0.00
16.175,-0.00,0.01,-0.00
16.175,-0.01,0.00,-0.00
16.180,-0.01,0.00,-0.00
16.181,-0.01,0.00,-0.00
16.186,-0.01,0.00,-0.00
16.186,-0.01,-0.00,-0.00
16.190,-0.00,-0.00,-0.00
16.190,-0.00,-0.01,-0.00
16.195,-0.00,-0.01,-0.00
16.195,0.00,-0.01,-0.00
16.202,0.00,-0.01,-0.00
16.203,0.01,-0.01,-0.00
16.204,0.01,-0.01,-0.00
16.205,0.00,-0.01,-0.00
16.209,0.00,-0.01,-0.00
16.209,0.00,-0.01,-0.00
16.214,0.00,-0.01,-0.00
16.214,0.00,-0.01,-0.00
16.219,-0.00,-0.01,0.00
16.219,-0.00,-0.00,-0.00
16.226,-0.01,-0.00,-0.00
16.227,-0.01,-0.00,0.00
16.232,-0.01,0.00,0.00
16.232,-0.01,0.00,-0.00
16.240,-0.02,0.01,0.00
16.240,-0.02,0.01,-0.00
16.241,-0.02,0.01,-0.00
16.241,-0.02,0.03,-0.00
16.244,-0.02,0.04,0.00
16.244,-0.02,0.05,0.00
16.249,-0.02,0.06,0.00
16.250,-0.02,0.07,0.00
16.254,-0.02,0.07,0.00
16.254,-0.02,0.06,0.00
16.258,-0.01,0.05,0.00
16.259,-0.01,0.04,-0.00
16.263,-0.01,0.02,-0.00
16.263,0.00,0.01,-0.00
16.268,0.00,0.01,-0.00
16.268,0.01,0.01,-0.00
16.274,0.01,0.01,-0.00
16.274,0.02,-0.00,-0.00
16.279,0.02,-0.01,-0.00
16.280,0.02,-0.02,-0.00
16.283,0.02,-0.03,-0.00
16.283,0.02,-0.03,0.00
16.287,0.01,-0.04,0.00
16.287,0.01,-0.04,0.00
16.292,0.00,-0.05,0.00
16.293,-0.00,-0.05,0.00
16.298,-0.01,-0.05,0.00
16.298,-0.02,-0.04,0.00
16.302,-0.02,-0.03,0.00
16.303,-0.03,-0.02,0.00
16.308,-0.03,-0.01,0.00
16.308,-0.03,-0.01,0.00
16.312,-0.03,-0.00,0.00
16.312,-0.03,-0.00,0.00
16.317,-0.02,-0.00,0.00
16.317,-0.02,-0.01,0.00
16.322,-0.01,-0.01,0.00
16.323,-0.01,-0.01,0.00
16.327,0.00,-0.01,0.00
16.328,0.01,-0.01,0.00
16.332,0.02,-0.01,0.00
16.332,0.02,-0.01,0.00
16.337,0.03,-0.01,0.00
16.338,0.03,-0.01,0.00
16.343,0.04,-0.01,0.00
16.343,0.04,-0.01,0.00
16.355,0.04,-0.01,0.00
16.356,0.04,-0.01,0.00
16.357,0.04,-0.01,0.00
16.357,0.03,-0.01,0.00
16.357,0.03,-0.01,0.00
16.357,0.03,-0.01,0.00
16.362,0.02,-0.00,0.00
16.362,0.02,-0.00,0.00
16.366,0.01,-0.00,0.00
16.366,0.01,-0.00,0.00
16.370,0.00,0.00,0.01
16.371,0.00,-0.00,0.01
16.375,-0.00,0.00,0.01
16.375,-0.01,-0.00,0.01
16.380,-0.01,-0.00,0.00
16.381,-0.01,-0.00,0.01
16.385,-0.01,-0.00,0.01
16.385,-0.01,-0.00,0.01
16.390,-0.01,-0.00,0.00
16.391,-0.01,-0.00,0.00
16.396,-0.01,-0.00,0.00
16.396,-0.01,-0.00,0.00
16.400,-0.00,-0.01,0.00
16.400,-0.00,-0.00,0.00
16.405,-0.00,-0.01,0.00
16.405,-0.00,-0.01,0.00
16.409,-0.00,-0.00,-0.00
16.409,-0.00,-0.01,-0.00
16.414,-0.00,-0.00,-0.00
16.415,0.00,-0.00,0.00
16.420,0.00,-0.00,-0.00
16.420,-0.00,-0.00,-0.00
16.425,-0.00,-0.01,-0.00
16.425,0.00,-0.01,-0.00
16.429,0.00,-0.00,0.00
16.429,-0.00,0.00,0.00
16.435,0.00,-0.00,0.00
16.436,-0.00,-0.00,0.00
16.439,0.00,-0.00,0.00
16.439,0.00,-0.00,0.00
16.444,0.00,-0.00,-0.00
16.445,0.00,-0.00,0.00
16.448,0.01,-0.00,0.00
16.449,0.01,-0.00,-0.00
16.453,0.00,-0.01,-0.00
16.454,0.01,-0.00,0.00
16.461,0.01,-0.00,0.00
16.461,0.01,-0.00,0.00
16.466,0.01,-0.00,0.00
16.466,0.01,-0.01,-0.00
16.477,0.01,-0.01,0.00
16.478,0.01,-0.00,0.00
16.478,0.01,-0.00,0.00
16.478,0.01,-0.00,0.00
16.479,0.01,-0.00,0.00
16.479,0.01,-0.00,0.00
16.483,0.01,-0.00,-0.00
16.484,0.01,-0.00,-0.00
16.487,0.00,-0.00,-0.00
16.487,0.01,-0.00,-0.00
16.492,0.01,-0.00,-0.00
16.492,0.00,-0.00,-0.00
16.498,0.00,-0.00,-0.00
16.498,0.00,-0.00,-0.00
16.502,0.00,-0.00,-0.00
16.502,0.00,-0.00,-0.00
16.508,0.00,-0.00,-0.00
16.508,0.00,-0.00,-0.00
16.512,0.00,-0.00,-0.00
16.512,0.00,-0.01,-0.00
16.517,0.00,-0.01,-0.00
16.518,0.00,-0.00,-0.00
16.522,0.00,-0.00,-0.00
16.524,0.00,-0.01,-0.00
16.527,0.00,-0.01,-0.00
16.527,-0.00,-0.01,-0.00
16.532,-0.00,-0.01,0.00
16.532,-0.00,-0.01,-0.00
16.536,-0.00,-0.01,0.00
16.537,-0.00,-0.01,-0.00
16.542,-0.00,-0.01,0.00
16.543,-0.00,-0.01,0.00
16.547,-0.00,-0.01,0.00
16.548,-0.00,-0.01,0.00
16.551,-0.00,-0.01,0.00
16.552,-0.00,-0.01,0.00
16.558,-0.00,-0.01,0.00
16.558,0.00,-0.01,0.00
16.561,0.00,-0.01,0.00
16.561,0.00,-0.01,0.00
16.566,0.00,-0.01,0.00
16.567,0.00,-0.00,0.00
16.571,0.00,0.00,0.00
16.571,0.00,0.01,0.00
16.575,0.00,0.00,0.00
16.576,0.00,-0.00,0.00
16.581,0.00,-0.00,0.00
16.582,0.00,-0.01,-0.00
16.585,0.00,-0.01,-0.00
16.586,0.00,-0.01,-0.00
16.591,0.00,-0.01,-0.00
16.592,-0.00,-0.01,-0.00
16.595,-0.00,-0.00,-0.00
16.595,-0.01,0.01,-0.00
16.600,-0.01,0.01,-0.00
16.602,-0.02,0.02,-0.00
16.606,-0.02,0.02,-0.00
16.606,-0.03,0.01,-0.00
16.614,-0.03,0.01,-0.00
16.614,-0.03,0.00,-0.00
16.614,-0.03,-0.00,-0.00
16.614,-0.02,-0.01,-0.01
16.619,-0.02,-0.01,-0.01
16.620,-0.01,-0.00,-0.00
16.624,-0.01,-0.00,-0.01
16.624,-0.00,-0.00,-0.00
16.629,0.01,0.00,-0.00
16.629,0.02,0.01,-0.00
16.634,0.02,0.00,-0.00
16.635,0.03,0.00,-0.00
16.639,0.03,0.00,-0.00
16.640,0.03,-0.00,0.00
16.644,0.03,-0.00,-0.00
16.644,0.03,-0.00,-0.00
16.648,0.03,-0.00,-0.00
16.649,0.02,0.00,-0.00
16.654,0.02,-0.00,-0.00
16.654,0.02,0.00,-0.00
16.659,0.01,0.00,0.00
16.660,0.01,0.00,-0.00
16.663,0.00,0.00,0.00
16.664,0.00,0.00,-0.00
16.670,0.00,0.00,-0.00
16.670,-0.00,0.00,0.00
16.673,-0.00,0.00,0.00
16.673,-0.00,0.00,0.00
16.678,-0.00,0.00,0.00
16.680,-0.00,0.00,0.00
16.683,-0.00,0.00,0.00
16.683,-0.00,0.00,0.00
16.689,-0.00,0.00,0.00
16.689,0.00,0.00,0.00
16.692,-0.00,0.00,0.00
16.693,0.00,-0.00,0.00
16.697,0.00,0.00,0.00
16.697,0.00,-0.00,0.00
16.706,0.00,0.00,0.00
16.707,0.00,-0.00,0.00
16.709,-0.00,-0.00,0.00
